x y z
3206344.517847 -1.141960 6222481.110658
3601788.953327 -2.496405 6002230.051912
3982265.366800 -5.104209 5756872.077687
4346024.141576 -2.776796 5487442.653866
4691645.215187 -4.128351 5195054.781266
5017597.237501 1.335191 4880957.652159
5322592.697325 1.983837 4546427.147715
5605337.864446 -2.302667 4192881.056544
5864640.743078 0.391101 3821810.040625
6099371.164653 -11.334241 3434777.759846
6308608.323951 1.476346 3033367.749986
6491494.378882 10.714823 2619253.330961
6647233.975739 -8.708430 2194203.457140
6775147.955242 -0.523261 1759939.244892
6874728.760429 2.053721 1318380.707251
6945552.717257 1.293720 871261.979624
6987370.881637 12.816418 420488.059485
6999918.465209 -6.652404 -31967.969636
6983216.362686 3.358988 -484356.965955
6937321.052245 5.520803 -934729.858396
6862385.461300 12.104397 -1381158.994230
6758762.893610 6.999771 -1821833.198272
6626883.569974 -0.392781 -2254899.541624
6467296.889830 0.475871 -2678500.161339
6280642.346234 1.156816 -3090927.093323
6067710.132751 6.996644 -3490394.759396
5829448.123910 3.403532 -3875288.162995
5566751.369944 -8.874464 -4243946.922126
5280777.378385 -5.458463 -4594891.134376
4972751.811204 -8.468366 -4926618.833404
4643944.761941 5.266963 -5237730.871815
4295690.382409 3.386828 -5526946.685510
3929446.482164 0.058143 -5793012.654520
3546806.864946 4.447834 -6034908.556408
3149329.583827 -0.225685 -6251558.319613
2738683.082153 -3.423717 -6442055.021784
2316572.078876 -4.134420 -6605575.923283
1884760.508548 -2.162815 -6741458.032597
1445065.292742 1.224745 -6849241.846237
999357.800832 -0.834789 -6928275.371784
549448.559647 -0.396074 -6978422.078846
97249.813540 0.042312 -6999324.095352
-355347.507662 -0.175895 -6990952.860053
-806457.276962 -0.312082 -6953370.210280
-1254192.820939 -1.188844 -6886721.838250
-1696737.344451 0.307585 -6791244.886272
-2132118.496625 2.002148 -6667391.477596
-2558628.238213 -0.326810 -6515621.429930
-2974426.445016 6.283032 -6336638.026488
-3377760.947866 2.557109 -6131135.051605
-3766983.462309 -0.233809 -5900014.702608
-4140452.216868 1.803177 -5644162.581680
-4496607.416944 -7.679629 -5364761.615403
-4833958.579891 -9.965750 -5062897.945113
-5151088.435199 -1.732290 -4739875.917956
-5446691.914419 -4.747047 -4397012.727361
-5719504.883370 6.064169 -4035808.097436
-5968385.351058 2.747881 -3657648.932368
-6192329.451709 4.277748 -3264196.121581
-6390369.984498 13.392314 -2857175.363685
-6561656.264959 14.413633 -2438139.377276
-6705547.247418 0.925609 -2008936.750966
-6821346.602478 8.801000 -1571298.609562
-6908652.173215 -1.226973 -1127128.495514
-6967068.227545 -6.253837 -678215.200170
-6996356.298117 -2.383584 -226518.549879
-6996330.526708 0.946156 226204.091171
-6967136.597221 -2.700058 677892.518803
-6908702.398065 0.100217 1126850.996580
-6821431.364874 5.110508 1571041.272257
-6705585.450364 -16.894788 2008665.225903
-6561773.452192 6.837843 2437848.035599
-6390470.034754 -12.992583 2856901.047382
-6192432.461640 -1.986169 3263979.574026
-5968534.587571 5.183852 3657393.501364
-5719674.979102 -10.069368 4035510.994135
-5446865.065794 -5.367736 4396773.258489
-5151283.847888 -7.461874 4739651.660698
-4834150.617692 4.523066 5062689.950315
-4496846.372299 11.868208 5364560.608935
-4140673.607315 3.108955 5643999.059112
-3767215.098414 -4.100210 5899829.427399
-3377978.104906 -2.446334 6130997.680752
-2974682.723925 0.586109 6336509.745730
-2558858.839775 5.068672 6515525.185788
-2132410.140949 -0.804900 6667304.081579
-1697019.059431 1.063596 6791190.295571
-1254508.825930 0.438490 6886674.924061
-806765.480619 -0.612530 6953364.340215
-355625.658163 -0.200823 6990943.879540
96972.727970 -0.085118 6999346.230780
549171.372611 -0.023234 6978423.892562
999071.280761 -0.565296 6928333.854438
1444782.355263 -1.413688 6849269.124582
1884480.695931 1.350090 6741561.397711
2316311.179529 -0.706784 6605664.721140
2738427.348777 -1.655763 6442139.351563
3149130.153619 3.768107 6251667.783852
3546550.429887 -3.295090 6035053.574500
3929248.204199 -1.582622 5793203.105235
4295444.418850 -4.611691 5527129.350177
4643743.507233 -8.284425 5237918.883729
4972553.505379 8.646146 4926826.301294
5280626.070174 -5.230690 4595117.980167
5566609.566098 3.084317 4244177.337067
5829263.996017 3.112160 3875519.749731
6067580.614255 2.722666 3490644.686011
6280467.106496 10.348262 3091194.444610
6467188.516598 7.475153 2678755.202702
6626786.860268 -11.933497 2255156.921736
6758677.650214 -2.392513 1822123.816177
6862320.110657 -9.063067 1381448.156389
6937284.427045 -3.361508 935000.021236
6983220.222803 -5.911866 484650.610146
6999918.278098 17.183405 32311.021182
6987392.209355 -2.083786 -420247.142704
6945576.473694 4.874344 -870930.892034
6874762.923016 -2.181464 -1318039.288549
6775207.331920 -9.293994 -1759688.913742
6647322.289800 -6.685768 -2193892.950830
6491601.604797 -5.709501 -2618979.107620
6308736.021349 9.042719 -3033087.989923
6099522.886086 2.017026 -3434525.577903
5864740.701428 3.737208 -3821598.021230
5605511.382881 6.495786 -4192685.676411
5322780.554782 -2.198029 -4546220.792400
5017803.355137 7.124472 -4880728.981429
4691840.922417 -5.062497 -5194880.892597
4346279.065287 0.081783 -5487259.378526
3982490.884148 4.748746 -5756687.204430
3602120.080164 0.019206 -6002085.639175
3206615.827616 -0.765529 -6222363.245961
2797714.246413 -0.924229 -6416601.014820
2377138.022367 0.787291 -6584007.311942
1946603.487493 -3.036419 -6723886.357833
1507944.941154 -3.430988 -6835668.953767
1062965.910802 -1.281354 -6918841.867458
613518.083643 -0.013054 -6973068.307322
161529.844727 0.013138 -6998134.980285
-291130.815491 0.370223 -6993955.827503
-742581.324655 0.313149 -6960488.333057
-1190896.236867 1.451856 -6897946.418426
-1634300.689151 -1.021064 -6806538.204684
-2070792.936795 0.490584 -6686678.889968
-2498677.166996 -2.891084 -6538867.366004
-2916097.219809 -1.502517 -6363671.417346
-3321281.493739 -1.899573 -6161878.529514
-3712619.975330 0.260968 -5934350.329993
-4088422.321189 -2.121535 -5681952.065180
-4447155.940857 -5.617116 -5405827.334389
-4787241.156238 5.696601 -5107050.971677
-5107316.781863 11.338909 -4786956.224471
-5406063.723841 2.188494 -4446875.315605
-5682198.225626 6.280736 -4088136.236745
-5934561.401701 1.214301 -3712294.534587
-6162053.835513 0.729807 -3320940.534111
-6363840.689200 6.984345 -2915705.086047
-6539024.358877 -3.027549 -2498313.536579
-6686799.320662 -1.563133 -2070447.678017
-6806650.521229 5.324555 -1633876.507572
-6898009.149089 2.120492 -1190505.652864
-6960554.313213 -1.560799 -742200.384660
-6993961.819514 -2.231305 -290728.331725
-6998103.473651 -6.716227 161939.413094
-6973015.601731 -2.311270 613919.464836
-6918768.053241 -6.345559 1063343.655589
-6835576.781467 0.252695 1508318.367671
-6723795.325012 5.589785 1946978.566502
-6583911.790023 -1.547140 2377491.382720
-6416469.169894 -3.866081 2798057.216143
-6222180.079416 -9.962435 3206965.907053
-6001864.659099 0.520488 3602421.721410
-5756489.236516 0.754622 3982823.031856
-5487015.872787 -3.748629 4346563.974291
-5194584.061614 -1.382162 4692140.264779
-4880459.977324 -0.036213 5018080.417769
-4545868.461123 -5.606559 5323042.627199
-4192407.113168 2.657681 5605721.793337
-3821270.565821 -4.467343 5864977.908259
-3434163.746473 0.069186 6099706.344441
-3032771.365595 -0.653626 6308920.857259
-2618617.349415 -1.687193 6491748.091924
-2193548.595513 1.330441 6647432.277685
-1759331.275998 0.017161 6775321.000136
-1317672.670323 0.527403 6874849.616074
-870564.717928 0.295816 6945639.970637
-419806.623598 0.559632 6987366.370545
32682.694807 -0.046869 6999945.661965
485053.193768 0.063356 6983170.342198
935411.821240 0.312381 6937226.152363
1381818.534976 0.285584 6862247.142198
1822474.405939 -0.540549 6758588.498569
2255535.458412 1.123633 6626665.724523
2679136.172209 0.954870 6467019.598757
3091517.837010 -1.114673 6280325.491464
3490970.833026 1.615946 6067376.904767
3875814.390670 0.817275 5829044.369331
4244486.481174 -4.104147 5566347.510123
4595423.632302 4.573114 5280358.370984
4927099.246293 4.645712 4972285.525093
5238225.632010 0.089761 4643416.157321
5527367.184945 -3.763112 4295143.633491
5793411.547133 1.319752 3928902.398824
6035262.935041 7.157704 3546216.997012
6251854.428199 -0.186364 3148717.905969
6442305.988542 -15.953777 2738033.043002
6605791.919405 -3.656118 2315927.760804
6741684.135101 -1.777301 1884110.820370
6849330.438197 -9.940745 1444414.077563
6928393.762186 -4.738736 998677.361154
6978444.508052 -1.550757 548774.296811
6999346.669459 7.741153 96587.974264
6990898.884975 1.279438 -356011.835066
6953313.690450 5.202350 -807138.635837
6886617.596192 7.560498 -1254903.101800
6791088.568460 -4.191703 -1697378.533481
6667188.797822 -3.382159 -2132796.701456
6515368.923292 -3.075991 -2559231.533145
6336310.546280 3.201515 -2974979.206703
6130822.087695 -5.587265 -3378394.191380
5899634.529670 -12.847054 -3767560.502301
5643760.021609 3.775661 -4140994.156109
5364320.416009 0.444049 -4497103.136160
5062436.537561 3.631463 -4834467.597638
4739391.892337 0.999315 -5151582.984951
4396477.274106 -4.078218 -5447116.236106
4035197.702068 -5.004920 -5719840.315983
3657057.062313 -0.996162 -5968732.035490
3263631.431047 1.178167 -6192653.760175
2856544.284471 -0.139180 -6390642.358347
2437535.831706 -2.900803 -6561931.334397
2008267.642311 1.147085 -6705761.553722
1570651.275406 0.770790 -6821556.314419
1126453.609091 1.811697 -6908730.018976
677555.855581 0.221041 -6967099.592534
225821.573117 -0.163333 -6996368.760042
-226867.577295 0.136174 -6996312.804408
-678615.227359 0.394543 -6967029.752554
-1127511.517651 -1.893953 -6908611.799359
-1571692.512960 -0.077924 -6821288.554568
-2009289.095837 4.195640 -6705421.884990
-2438522.690098 2.159695 -6561557.440506
-2857525.526727 0.033491 -6390220.463422
-3264567.779058 -0.560083 -6192132.312382
-3657959.255495 2.871337 -5968161.343005
-4036089.380166 1.767560 -5719268.249649
-4397305.700045 -5.918755 -5446422.765034
-4740148.733903 2.594075 -5150833.670665
-5063129.930425 1.634758 -4833671.708329
-5365003.872642 -0.324596 -4496265.035190
-5644379.814690 3.287300 -4140127.277078
-5900184.903344 -11.908837 -3766637.087209
-6131330.114471 3.078875 -3377432.697859
-6336787.250030 -1.756078 -2974049.503817
-6515787.318888 -3.541075 -2558292.269561
-6667511.253312 -3.361332 -2131730.211395
-6791361.596709 6.913976 -1696372.784681
-6886790.658651 -0.017917 -1253832.339703
-6953416.106107 10.708218 -806086.976291
-6990982.080006 -7.615004 -354943.939735
-6999325.761596 6.987691 97634.128292
-6978360.063771 -10.552156 549856.531071
-6928263.580689 4.290301 999735.464801
-6849126.536654 4.055451 1445463.909562
-6741362.418908 -13.047934 1885138.144591
-6605443.833204 -3.551594 2316921.351546
-6441893.231093 -5.286800 2739019.719643
-6251326.549332 2.439590 3149676.547632
-6034707.618977 10.422757 3547149.184546
-5792817.674313 -2.540184 3929792.861399
-5526672.767743 1.266035 4296003.485592
-5237463.239332 0.771558 4644232.821673
-4926366.502455 -4.232860 4973034.780278
-4594581.429783 -1.269864 5281068.242200
-4243659.806032 -3.144595 5566983.206594
-3874964.204042 2.503002 5829636.920827
-3490071.173730 -3.300998 6067904.345561
-3090538.502274 -3.934407 6280800.924732
-2678157.195192 -2.115426 6467427.822865
-2254513.528185 3.058878 6627003.358565
-1821486.893684 -1.062782 6758876.530349
-1380757.398145 -0.733308 6862457.395900
-934338.636991 -1.257018 6937364.996120
-483991.883210 -0.415266 6983258.355859
-31609.056339 -0.009396 6999927.287885
420898.256373 -0.100431 6987330.607778
871639.317530 -1.157408 6945512.939254
1318748.997048 -0.620976 6874654.350468
1760321.917440 1.350348 6775036.682534
2194564.344855 -1.947516 6647096.541151
2619634.264489 -2.534054 6491349.489973
3033723.066449 -1.111731 6308455.208557
3435104.329651 -7.217564 6099183.859609
3822177.915953 -1.016537 5864392.109697
4193211.412162 -3.738770 5605088.382384
4546784.586902 -7.617109 5322336.030183
4881218.294226 5.171585 5017329.778679
5195312.987016 4.112894 4691332.892813
5487693.097968 -5.251213 4345721.892788
5757125.140338 -8.229588 3981937.740858
6002444.725657 4.999444 3601500.458083
6222661.727578 1.850159 3206017.123977
6416873.308197 3.224077 2797096.994979
6584240.360541 -2.520519 2376510.245526
6724073.794090 -7.367870 1945942.716110
6835796.840847 1.200862 1507256.394322
6918904.068055 -10.467846 1062293.855720
6973124.048827 -2.755713 612837.592030
6998142.730232 3.750107 160867.933261
6993895.420640 8.559610 -291794.827071
6960414.388882 -0.820769 -743238.998747
6897818.789678 -2.348437 -1191566.686187
6806367.841607 -6.322700 -1634924.014806
6686474.674213 -0.919047 -2071454.060987
6538616.888931 -12.695512 -2499313.308059
6363386.465883 -4.434745 -2916683.052597
6161554.235275 0.806394 -3321884.413161
5933968.039064 7.601350 -3713182.669617
5681526.479773 6.756303 -4089004.792691
5405402.304187 -2.891287 -4447680.520361
5106629.845332 2.460141 -4787769.307315
4786451.573147 -0.941934 -5107827.047297
4446306.053592 4.196712 -5406503.386823
4087562.723396 3.095327 -5682578.599060
3711730.923735 -4.034361 -5934861.119216
3320355.825771 5.671528 -6162384.430497
2915101.421990 -1.529567 -6364129.808536
2497627.142723 -2.186363 -6539231.071544
2069768.061551 1.056202 -6686998.081458
1633232.386209 -0.686100 -6806802.856377
1189873.289935 1.666597 -6898137.040487
741507.811821 0.014587 -6960602.718163
290052.970233 0.112705 -6994025.507332
-162613.211438 0.205473 -6998078.353981
-614611.478766 -1.098494 -6972964.702235
-1063993.687464 0.616183 -6918676.564594
-1508982.645938 0.257929 -6835442.894739
-1947661.940542 -2.367992 -6723597.708612
-2378128.741710 3.691359 -6583671.767352
-2798716.668137 -0.967525 -6416177.672765
-3207557.800075 1.962693 -6221862.265964
-3603002.099423 -6.279697 -6001515.602328
-3983397.489865 -1.254071 -5756096.996971
-4347087.209256 -4.104573 -5486626.786807
-4692620.052684 1.046877 -5194143.827785
-5018570.492295 2.105931 -4879972.949919
-5323476.696424 0.266235 -4545381.712227
-5606125.039134 1.358783 -4191824.966875
-5865349.557304 6.655761 -3820653.526822
-6100019.984408 3.141955 -3433594.217348
-6309209.073465 -3.061488 -3032107.455650
-6492006.713300 -6.147565 -2618008.713100
-6647667.852852 4.754162 -2192918.834720
-6775476.395553 8.700402 -1758618.296401
-6874962.610583 4.143804 -1316991.397285
-6945760.037071 -9.482236 -869879.151445
-6987422.095450 -7.128366 -419135.498120
-6999925.175056 -4.344654 33377.004228
-6983095.068252 -11.263627 485749.366991
-6937128.244626 -3.760527 936068.431079
-6862147.370821 11.452181 1382467.522465
-6758396.243680 -16.239368 1823155.619658
-6626476.464091 1.500632 2256154.753901
-6466704.485214 5.584087 2679770.727873
-6280044.647658 9.995648 3092126.506563
-6067015.819448 -4.781949 3491582.085298
-5828688.075753 -2.885686 3876414.414463
-5565937.948097 -2.203495 4245035.121096
-5279913.949266 5.916150 4595920.509662
-4971805.514058 -7.480634 4927584.199679
-4642930.099852 -8.356893 5238633.567846
-4294638.785884 2.498229 5527775.024994
-3928341.242930 -2.771106 5793801.118113
-3545608.648156 -1.348144 6035595.622439
-3148118.789646 1.984959 6252151.384283
-2737416.738940 -1.482470 6442561.872471
-2315291.732794 1.115650 6606022.215966
-1883467.898189 -2.044475 6741859.281507
-1443764.901229 0.170948 6849501.805649
-998008.842702 -0.322201 6928486.105200
-548100.839460 0.357540 6978507.714045
-95897.111560 0.040897 6999346.997459
356710.811720 -0.120356 6990909.342427
807810.678078 -0.683504 6953223.070586
1255546.981682 1.741425 6886474.869765
1698023.628588 -2.001337 6790920.625716
2133424.408946 -0.731058 6666969.129385
2559875.504558 1.191997 6515136.007598
2975620.145016 6.358081 6336052.494672
3378981.190007 -1.847460 6130470.194683
3768113.370266 3.350210 5899260.315584
4141560.773225 -2.302175 5643364.631725
4497629.374620 0.394316 5363871.791624
4834932.420800 0.655879 5061947.723725
5152045.113048 -2.279857 4738846.303436
5447533.344334 -3.945249 4395939.218631
5720281.095868 -3.462379 4034651.451102
5969094.821986 9.143029 3656479.649190
6192924.767710 4.915286 3263025.053959
6390914.982203 -9.765392 2855905.999137
6562141.875761 1.515785 2436864.098937
6705891.436624 -6.068681 2007619.900431
6821671.753995 0.269699 1569976.619378
6908881.950231 -1.400362 1125766.202310
6967199.168111 19.507745 676866.891735
6996363.054446 -7.233045 225110.007772
6996299.071879 7.528333 -227580.415607
6966942.432789 -2.086814 -679274.682917
6908459.641337 2.102353 -1128181.185466
6821108.906855 -9.740951 -1572364.577952
6705234.908499 0.201426 -2009962.645926
6561301.628710 -1.505813 -2439148.085122
6389908.518445 -7.124740 -2858140.447504
6191833.611245 9.787516 -3265179.042284
5967832.213829 2.469548 -3658577.536024
5718872.900474 -12.658210 -4036618.927970
5446037.061806 8.908696 -4397908.803739
5150387.228538 -1.540201 -4740623.055286
4833183.087473 1.711753 -5063634.735763
4495788.212386 -2.687494 -5365443.745182
4139590.714256 0.585747 -5644754.166604
3766077.124180 -1.708943 -5900568.843438
3376819.783559 0.198625 -6131657.811545
2973430.783728 -0.414265 -6337068.779209
2557642.606251 4.296968 -6516035.980910
2131124.367253 0.393458 -6667698.915433
1695685.938765 -0.999200 -6791496.527253
1253169.761575 -1.096191 -6886923.387458
805384.653720 1.670930 -6953502.823382
354277.095919 -0.178271 -6990999.387452
-98312.910190 -0.013098 -6999329.027163
-550530.087367 0.102297 -6978318.997661
-1000442.931451 -0.655394 -6928130.134400
-1446138.555597 0.898952 -6848993.378933
-1885804.394356 -1.970948 -6741248.489566
-2317574.705168 -1.694539 -6605219.914993
-2739647.990637 3.820073 -6441598.924862
-3150272.254873 -5.815320 -6251023.170452
-3547740.546264 1.580841 -6034371.445856
-3930353.165559 -1.540638 -5792455.572532
-4296511.286999 -4.091422 -5526276.640574
-4644726.060038 -1.649157 -5237000.515831
-4973533.304022 -6.311350 -4925854.398320
-5281498.177046 -0.354535 -4594080.357946
-5567395.868632 -5.760240 -4243101.812755
-5830025.964911 3.561603 -3874397.354581
-6068257.008954 5.543873 -3489465.457819
-6281088.837866 -1.676443 -3089953.306103
-6467683.688579 -0.091472 -2677510.627430
-6627232.289125 -3.609478 -2253866.429031
-6759031.980496 -2.256067 -1820793.097078
-6862588.329562 7.083862 -1380120.789570
-6937467.585865 2.827455 -933689.329890
-6983289.456851 -7.935919 -483299.054369
-6999925.150819 -2.706338 -30932.396473
-6987296.945886 15.236238 421573.926351
-6945453.576621 -4.334469 872307.100496
-6874550.545861 1.954082 1319402.427373
-6774877.960305 4.158203 1761000.996462
-6646885.124931 2.106789 2195210.625737
-6491104.221111 -7.210409 2620247.801318
-6308158.372573 -0.899968 3034335.736993
-6098865.414286 2.618845 3435704.148415
-5864051.752977 -2.219421 3822696.217267
-5604684.537664 2.508994 4193762.001103
-5321882.924762 -6.067154 4547253.263564
-5016828.803870 -1.939825 4881723.120279
-4690826.793531 -1.406778 5195782.758910
-4345234.378212 -9.315193 5488099.649316
-3981364.852389 -0.518922 5757487.283779
-3600925.891125 1.280951 6002778.604344
-3205445.280302 -2.650155 6222976.754535
-2796467.466390 3.746964 6417141.536300
-2375850.781861 -2.249983 6584478.115709
-1945264.032689 -2.238797 6724267.002386
-1506625.129020 1.354006 6835955.008360
-1061595.384455 0.070583 6919026.830291
-612188.113026 0.211286 6973198.764298
-160180.042259 0.193158 6998177.839044
292486.633410 -0.084395 6993888.246631
743937.268437 -0.341152 6960366.260566
1192251.600848 -0.068752 6897715.268864
1635618.478247 -2.485102 6806238.920399
2072086.693908 -2.410691 6686280.257367
2499950.654658 -2.262031 6538371.744314
2917318.571984 0.994499 6363114.852879
3322514.311078 3.393233 6161249.101394
3713783.532699 0.941613 5933615.410027
4089518.904590 0.847307 5681166.826748
4448185.253566 -10.463198 5404952.540442
4788234.638520 -7.464459 5106138.697747
5108255.972886 3.440232 4785981.751980
5406931.395901 -3.653223 4445787.155901
5683005.814088 -0.462410 4087007.052998
5935232.679933 -8.231684 3711178.160626
6162740.822832 1.914547 3319756.499111
6364393.264580 -7.298735 2914502.598186
6539490.111660 -9.077766 2497032.943280
6687215.150109 2.035104 2069119.913096
6806958.419881 3.180521 1632571.900241
6898248.932401 1.493895 1189186.871527
6960680.778347 2.512254 740826.151409
6994027.978056 -8.646628 289370.791703
6998082.370579 -11.029473 -163283.487638
6972929.806559 1.810749 -615276.496980
6918555.134282 3.316928 -1064679.203901
6835266.103754 0.435306 -1509660.848474
6723396.663352 8.850164 -1948269.560902
6583417.584797 -5.282994 -2378778.004289
6415895.688622 4.245255 -2799337.398779
6221549.391839 0.881656 -3208159.610944
6001170.164850 -10.675487 -3603586.816010
5755692.943767 0.362734 -3983915.568227
5486163.389231 3.226496 -4347671.050007
5193695.228304 5.032921 -4693160.517378
4879445.046678 -4.038409 -5019017.867195
4544872.569569 7.535053 -5323909.047423
4191269.301344 4.424337 -5606568.104328
3820089.274670 5.146103 -5865723.281303
3433010.107222 0.871761 -6100366.109814
3031518.199738 -1.828582 -6309555.922092
2617372.007822 -0.900585 -6492263.617276
2192244.702802 -2.097764 -6647876.349320
1757986.154617 -0.133384 -6775655.132968
1316354.955962 -0.703527 -6875075.314659
869224.988223 -1.165441 -6945840.739531
418468.299719 0.115403 -6987477.537731
-34041.950062 0.024405 -6999904.019128
-486395.476804 0.142620 -6983068.550124
-936765.896287 -0.022194 -6937058.360504
-1383194.984097 -1.970571 -6861999.372132
-1823812.081815 -0.080790 -6758226.004180
-2256826.559066 -1.044711 -6626226.144618
-2680369.215044 0.206338 -6466496.337170
-3092730.309237 6.652864 -6279721.318094
-3492148.341979 -3.026334 -6066711.310038
-3876980.458918 -1.617666 -5828312.285479
-4245596.231843 1.236618 -5565539.087442
-4596449.537854 -0.738516 -5279466.965277
-4928073.718530 -2.457539 -4971314.161293
-5239063.592279 -5.467540 -4642391.244551
-5528184.952367 -8.660856 -4294054.575394
-5794199.297984 -3.619070 -3927754.071234
-6035948.219726 2.508361 -3545076.445224
-6252464.077257 -2.213775 -3147509.764037
-6442803.372877 9.209453 -2736780.031943
-6606226.969011 -6.097871 -2314638.264937
-6742042.886698 -1.285050 -1882805.357843
-6849633.137627 -8.107127 -1443093.247795
-6928601.760445 -11.659791 -997338.901906
-6978550.769820 -14.449680 -547420.124112
-6999345.091793 -2.107134 -95219.926643
-6990873.650641 -4.140060 357393.999575
-6953156.496507 -1.636788 808496.947630
-6886363.648201 -6.851807 1256218.430580
-6790781.751914 -0.154650 1698699.058147
-6666745.626881 6.058573 2134073.053474
-6514853.998534 -4.369312 2560531.118413
-6335763.076067 8.316143 2976273.517568
-6130157.265231 -3.284588 3379555.583682
-5898869.476325 7.117695 3768704.594609
-5642948.987443 -0.128873 4142105.284766
-5363403.152913 2.410438 4498179.869110
-5061471.422474 5.435986 4835428.904136
-4738389.643056 -5.837795 5152471.101809
-4395415.515848 1.892565 5447971.802988
-4034099.220906 2.712450 5720671.330707
-3655917.322326 1.015781 5969448.862669
-3262397.324475 -1.848413 6193270.588490
-2855264.022897 0.552573 6391188.963234
-2436228.912516 -0.187289 6562379.146957
-2006984.379652 -3.802226 6706122.083065
-1569299.281623 -0.040946 6821812.997453
-1125100.998484 -0.211436 6908984.115941
-676200.672402 -0.189600 6967274.615846
-224434.452103 0.127379 6996372.600467
228254.314374 -0.560103 6996316.880630
679985.411078 0.598935 6966911.952525
1128845.991936 -0.682179 6908373.451561
1573004.694320 -1.451249 6820965.010535
2010632.089594 -0.837021 6705038.533287
2439785.802080 -1.406024 6561055.393585
2858767.554373 -1.206470 6389637.665229
3265778.611868 1.828048 6191509.981806
3659122.889472 0.548963 5967472.935041
4037189.699164 -1.767906 5718490.398419
4398356.123364 4.958595 5445588.413988
4741136.446212 7.051344 5149904.630394
5064113.566793 0.407486 4832695.588548
5365877.473893 -4.002247 4495271.790174
5645213.759967 4.689104 4139041.565590
5900924.150435 -7.528889 3765521.203879
6131954.760727 -1.431683 3376234.769503
6337415.767107 4.857944 2972797.710082
6516269.487349 -4.848404 2556981.046803
6667878.527279 5.627419 2130461.836719
6791676.068108 13.440099 1695024.820981
6887040.273753 -8.663755 1252478.342313
6953597.290282 4.844521 804707.744100
6991083.308227 5.249690 353580.232757
6999308.806384 8.862944 -99025.325785
6978255.011569 -3.396625 -551218.380741
6928022.912473 -4.138657 -1001088.467198
6848869.068345 -8.078021 -1446794.342710
6741003.745847 11.754440 -1886457.882125
6605011.534237 -1.654222 -2318235.346390
6441352.435616 -13.311206 -2740291.139442
6250758.673515 1.091665 -3150932.870247
6034031.765890 4.515938 -3548324.495773
5792051.431206 -3.070990 -3930890.226960
5525877.599760 5.758250 -4297057.100272
5236584.051810 6.525031 -4645252.659497
4925369.984629 0.780928 -4974013.617594
4593561.457905 -2.101079 -5281955.582553
4242611.793713 4.003348 -5567802.931126
3873816.191377 -0.271721 -5830366.097176
3488873.579163 4.579475 -6068590.688133
3089340.180103 -0.133631 -6281399.102377
2676856.602846 -1.618054 -6467966.448087
2253192.015241 3.487919 -6627439.877342
1820134.114889 -0.171219 -6759205.569064
1379438.718309 -0.179904 -6862741.930027
932973.604742 0.814089 -6937567.698697
482616.505944 -0.438116 -6983373.156290
30256.639277 0.031311 -6999937.927787
-422260.398943 -0.335892 -6987247.584718
-873002.678374 -1.469142 -6945335.655422
-1320087.809661 -0.068306 -6874395.841146
-1761672.896306 -0.293061 -6774700.199754
-2195886.098966 -0.184331 -6646710.532131
-2620876.325257 -2.597881 -6490827.252112
-3034952.152714 -0.086780 -6307861.810100
-3436293.604281 1.345338 -6098481.791946
-3823318.486856 -4.436672 -5863642.192355
-4194303.820940 -1.288295 -5604260.511785
-4547762.410081 3.760112 -5321435.650788
-4882205.373682 2.814688 -5016414.409549
-5196234.952968 0.713231 -4690316.914283
-5488532.880422 4.264969 -4344668.778416
-5757868.366662 -2.680141 -3980799.034096
-6003121.743806 -9.273034 -3600339.936575
-6223308.329965 -0.593618 -3204780.529361
-6417422.914198 1.133771 -2795869.263808
-6584714.432533 -4.370614 -2375215.684069
-6724484.828454 -2.739976 -1944654.267961
-6836079.044152 -8.103211 -1505934.150366
-6919116.980274 7.153065 -1060924.085062
-6973246.339331 -17.790175 -611529.799152
-6998185.595916 -5.232420 -159550.469435
-6993852.682320 -8.183761 293163.609726
-6960269.039904 11.891296 744620.140504
-6897578.605405 2.324337 1192938.026924
-6806069.509067 -0.202052 1636259.479361
-6686070.110605 -1.638274 2072758.820084
-6538134.108023 -0.695202 2500572.506005
-6362836.803960 -4.148907 2917940.413031
-6160908.255869 -9.363297 3323110.242449
-5933271.766824 3.731664 3714362.704157
-5680741.676808 1.056427 4090117.391885
-5404534.588374 0.752080 4448712.502830
-5105675.810594 1.263594 4788744.156357
-4785459.786694 3.330149 5108737.268167
-4445250.235280 0.395822 5407368.210030
-4086464.140325 -3.148075 5683381.850150
-3710547.882791 4.889689 5935631.543465
-3319153.500223 -5.673937 6163044.519812
-2913879.634898 -2.258095 6364691.837646
-2496400.765178 -1.290101 6539728.016189
-2068510.929162 -0.257039 6687414.236695
-1631917.436551 2.389123 6807121.363403
-1188547.210897 0.401023 6898378.021639
-740135.986954 -1.161707 6960746.111578
-288694.798354 0.205766 6994048.551397
163973.599949 0.093655 6998081.085512
615926.430385 0.041822 6972819.591338
1065338.837322 -0.084776 6918444.431829
1510302.827975 -0.054913 6835127.206606
1948913.186631 1.455511 6723207.632177
2379402.298684 -1.613363 6583179.841175
2799939.890434 0.232129 6415629.798712
3208810.762783 -0.019800 6221233.951494
3604148.201948 -3.766762 6000827.991847
3984487.246593 -4.230556 5755323.752706
4348168.209842 0.441761 5485748.572334
4693677.371151 -0.361838 5193219.813951
5019518.428149 -4.170028 4878994.305325
5324352.870716 -2.879330 4544356.461579
